392,动物,豹
393,黑色,豹
394,猎豹,豹
395,猫,豹
396,猫,豹
397,美洲狮,豹
398,独裁者,暴君
399,犯罪,暴力
400,犯罪,暴力
401,愤怒,暴力
402,愤怒,暴力
403,毁坏,暴力
404,冷静,暴力
405,拳击,暴力
406,死亡,暴力
407,突击,暴力
408,血,暴力
409,恐龙,暴龙
410,人群,暴民
411,吹,爆发
412,胳膊,爆发
413,打破,爆裂
414,泡沫,爆裂
415,气球,爆裂
416,吃,爆米花
417,脆脆,爆米花
418,黄油,爆米花
419,砰,爆破
420,爆发,爆炸
421,爆裂,爆炸
422,爆破,爆炸
423,爆破,爆炸
424,吹,爆炸
425,繁荣,爆炸
426,繁荣,爆炸
427,砰,爆炸
428,砰,爆炸
429,破坏,爆炸
430,破坏,爆炸
431,危险,爆炸
432,炸弹,爆炸
433,炸弹,爆炸
434,炸药,爆炸
435,炸药,爆炸
436,炸药,爆炸物
437,杯,杯
438,弓,杯
439,攻击,杯
440,集装箱,杯
441,咖啡,杯
442,咖啡,杯
443,咖啡,杯
444,面对,杯
445,啤酒,杯
446,碗,杯
447,杯,杯子
448,绝望,悲
449,哭,悲
450,萧条,悲
451,辜负,悲哀
452,绝望,悲哀
453,哭,悲哀
454,暮气,悲哀
455,神入,悲哀
456,死亡,悲哀
457,坏,悲剧
458,事故,悲剧
459,死亡,悲剧
460,危机,悲剧
461,喜剧,悲剧
462,灾难,悲剧
463,灾难,悲剧
464,北极,北
465,方向,北
466,方向,北
467,指南针,北
468,大陆,北美洲
469,额外,备用
470,改变,备用
471,回答,备注
472,评论,备注
473,背包,背包
474,袋,背包
475,露营,背包
476,书籍,背包
477,穿着,背带
478,带,背带
479,扣,背带
480,下,背带
481,胸罩,背带
482,后面,背后
483,落后,背后
484,向前,背后
485,外套,背心
486,衣服,背心
487,气旋,倍捻机
488,基地,被盗
489,汽车,被盗
490,活跃,被动
491,冷静,被动
492,侵略性,被动
493,容易,被动
494,允许,被禁止
495,覆盖,被子
496,毯子,被子
497,俘虏,本地人
498,国家,本地人
499,美国人,本地人
500,天生的,本地人
501,基本的,本能
502,美女,本质
503,傲慢,笨
504,笨蛋,笨
505,笨拙,笨
506,荒谬,笨
507,拉拉队长,笨
508,密,笨
509,哑,笨
510,裂纹,笨蛋
511,笨拙,笨手笨脚
512,粗心,笨拙
513,打破,笨拙
514,尴尬,笨拙
515,弄糟,笨拙
516,打破,崩溃
517,繁荣,崩溃
518,飞机,崩溃
519,砰,崩溃
520,汽车,崩溃
521,汽车,崩溃
522,事故,崩溃
523,高手,绷带
524,吹,鼻子
525,大,鼻子
526,耳,鼻子
527,耳朵,鼻子
528,过敏,鼻子
529,面对,鼻子
530,歪,鼻子
531,眼,鼻子
532,眼睛,鼻子
533,眼球,鼻子
534,披风,匕首
535,比较,比
536,更好,比
537,分析,比较
538,吃,比萨
539,痂,比萨
540,交付,比萨
541,奶酪,比萨
542,啤酒,比萨
543,生面团,比萨
544,育肥,比萨
545,办公桌,笔
546,单击,笔
547,点,笔
548,抹杀,笔
549,类,笔记
550,日记,笔记
551,书,笔记
552,类,笔记本
553,粘结剂,笔记本
554,总是,必须
555,做,必须
556,度,毕业
557,结束,毕业
558,开始,毕业
559,帽,毕业
560,帽,毕业
561,天,毕业
562,文凭,毕业
563,学院,毕业
564,学院,毕业
565,仪式,毕业
566,覆盖,庇护
567,覆盖,庇护
568,炸弹,庇护
569,阁楼,壁橱
570,关闭,壁橱
571,柜,壁橱
572,扫帚,壁橱
573,拉拢,壁炉
574,烧,壁炉
575,烟囱,壁炉
576,砖,壁炉
577,错误,壁球
578,法庭,壁球
579,粉碎,壁球
580,行使,壁球
581,蓝色,壁球
582,球,壁球
583,杯,边
584,边境,边
585,边缘,边
586,篮,边
587,篮球,边
588,汽车,边
589,自行车,边
590,牛仔,边疆
591,边境,边界
592,边界,边缘
593,边境,边缘
594,得益,边缘
595,痂,边缘
596,角落,边缘
597,悬崖,边缘
598,抑制,边缘
599,首席,编辑
600,书,编辑
601,作者,编辑
602,棒球,蝙蝠
603,球,蝙蝠
604,击败,鞭
605,链,鞭
606,奶油,鞭
607,束缚,鞭
608,越野车,鞭
609,击败,鞭挞
610,眼,鞭挞
611,降级,贬低
612,不同,变化
613,不同,变化
614,改变,变化
615,马戏团,变戏法
616,球,变戏法
617,小丑,变戏法
618,演员,变戏法
619,杂技演员,变戏法
620,作为,变戏法
621,仙,便士
622,攻击,辩护
623,国家,辩护
624,法庭,辩解
625,行动,辩解
626,说明,辩解
627,原谅,辩解
628,论据,辩论
629,争论,辩论
630,逗号,标点
631,昏迷,标点
632,英语,标点
633,查,标记
634,点,标记
635,逗号,标记
636,画,标记
637,蜡笔,标记
638,颜色,标记
639,法案,标签
640,喝,标签
641,焦炭,标签
642,酒吧,标签
643,可乐,标签
644,可以,标签
645,可以,标签
646,牌,标签
647,汽车,标签
648,挖,标签
649,衣服,标签
650,标题,标题
651,标题,标题
652,方向,标题
653,汽车,标题
654,书,标题
655,作者,标题
656,牌,标志
657,标准,标准
658,常见,标准
659,基本的,标准
660,平均,标准
661,议程,标准
662,预期,标准
663,自动,标准
664,板,镖
665,箭头,镖
666,办公桌,表
667,布,表
668,吃,表
669,反击,表
670,梳妆台,表
671,亭,表
672,图表,表
673,椅子,表
674,议程,表
675,长椅,表
676,周围,表
677,柱,表
678,情感,表达
679,艺术,表达
680,哥哥,表妹
681,姨妈,表妹
682,区域,表面
683,舞蹈家,表演者
684,打扰,别
685,做,别
686,边境,滨
687,海滩,滨
688,加州,滨
689,北极,冰
690,除霜,冰
691,粉碎,冰
692,寒意,冰
693,冷,冰
694,冷却器,冰
695,立方体,冰
696,凉爽,冰
697,奶油,冰
698,桶,冰
699,出租汽车,冰雹
700,冷,冰川
701,球,冰球
702,阿拉斯加州,冰山
703,冷,冰山
704,除霜,冰箱
705,冷,冰箱
706,冷,冰箱
707,凉爽,冰箱
708,器具,冰箱
709,烧,冰箱
710,饼干,饼干
711,饼干,饼干
712,蛋糕,饼干
713,动物,饼干
714,烘,饼干
715,烘烤的,饼干
716,辣椒,饼干
717,奶酪,饼干
718,奶酪,饼干
719,巧克力,饼干
720,曲奇饼,饼干
721,桶,饼干
722,芯片,饼干
723,艾滋病,病毒
724,疾病,病毒
725,菌,病毒
726,冷,病毒
727,癌症,病人
728,顾客,病人
729,冷静,病人
730,医生,病人
731,叫,拨号
732,班卓琴,拨弄
733,国家,拨弄
734,猫,拨弄
735,当前,波
736,海滩,波
737,脑,波
738,点,波尔卡
739,波峰,波浪
740,海滩,波浪
741,弯曲,波浪状的
742,酒精,波旁酒
743,爆发,玻璃
744,杯,玻璃
745,打破,玻璃
746,喝,玻璃
747,瓶,玻璃
748,破,玻璃
749,切,玻璃
750,清除,玻璃
751,烧杯,玻璃
752,水晶,玻璃
753,陶瓷的,玻璃
754,香槟酒,玻璃
755,易碎的,玻璃
756,服装,剥离
757,俱乐部,剥离
758,西兰花,菠菜
759,棒球,播放机
760,卡,播放机
761,篮球,播放机
762,棋,播放机
763,球,播放机
764,圆盘,播放机
765,运动员,播放机
766,牛,播种
767,农场,播种
768,不同意,驳斥
769,反感,驳斥
770,批准,驳斥
771,度,博士
772,文物,博物馆
773,无聊,博物馆
774,艺术,博物馆
775,艺术,博物馆
776,甘蔗,跛行
777,拐杖,跛行
778,破,跛行
779,竖立,跛行
780,死,跛行
781,灰尘,簸箕
782,清洁,簸箕
783,扫帚,簸箕
784,污垢,簸箕
785,创可贴,补丁
786,卷心菜,补丁
787,眼,补丁
788,解药,补救
789,冷,补救
790,治愈,补救
791,喝,补品
792,酒精,补品
793,动物,捕获
794,笼,捕获
795,动物,捕食
796,棒球,捕手
797,球,捕手
798,动物,哺乳动物
799,狗,哺乳动物
800,海豚,哺乳动物
801,猫,哺乳动物
802,象,哺乳动物
803,猿,哺乳动物
804,怀疑,不
805,是,不
806,不适,不安
807,尴尬,不安
808,急,不安
809,容易,不安
810,怕,不安全
811,不认,不必要的
812,一贯,不变
813,总是,不变
814,不诚实,不诚实
815,坏,不诚实
816,假,不诚实
817,骗,不诚实
818,弯曲,不诚实
819,不诚实,不道德
820,坏,不道德
821,死,不动
822,公平,不公
823,残酷,不公平
824,公平,不公平
825,偏见,不公平
826,骗,不公平
827,异常,不规??则
828,后,不久
829,生日,不久
830,等于,不均匀的
831,颠簸,不均匀的
832,酒吧,不均匀的
833,甚至,不均匀的
834,歪,不均匀的
835,不能,不可能
836,困难,不可能
837,容易,不可能
838,辜负,不快乐
839,无聊,不快乐
840,郁闷,不快乐
841,抱怨,不满
842,愤怒,不耐烦
843,愤怒,不耐烦
844,急,不耐烦
845,急,不耐烦
846,恼人的,不耐烦
847,可以,不能
848,不同,不平等的
849,等于,不平等的
850,暧昧,不清楚
851,抽象,不清楚
852,多云,不清楚
853,困惑,不清楚
854,模糊,不清楚
855,模糊,不清楚
856,清除,不清楚
857,怀疑,不确定
858,怀疑,不确定
859,怀疑,不确定
860,困惑,不确定
861,某些,不确定
862,某些,不确定
863,怀疑,不确实
864,假,不确实
865,麻木不仁,不仁不义
866,放弃,不认
867,安慰,不适
868,不适,不舒服
869,尴尬,不舒服
870,椅子,不舒服
871,自在,不舒服
872,不同,不同
873,不同,不同
874,抽象,不同
875,改变,不同
876,改变,不同
877,尴尬,不同
878,另一,不同
879,清除,不同
880,替代,不同
881,同意,不同
882,一样,不同
883,一样,不同
884,异常,不同
885,不同,不同意
886,冲突,不同意
887,愤怒,不同意
888,论据,不同意
889,同意,不同意
890,争论,不同意
891,相异,不像
892,疯狂的,不像话
893,扣人心弦,不像话
894,背叛,不信任
895,反感,不愉快
896,坏,不愉快
897,赞同,不赞成
898,纠正,不正确
899,察觉,不知道
900,盲人,不知道
901,无知,不知道
902,哑,不知道
903,忠实,不忠
904,背叛,不忠的
905,假,不自然
906,异常,不自然
907,布,布
908,棉,布
909,手帕,布
910,衣服,布
911,蛋糕,布丁
912,巧克力,布丁
913,乳蛋糕,布丁
914,甜点,布丁
915,空气,布里兹韦
916,突击,步枪
917,子弹,步枪
918,建筑,步骤
919,爬,步骤
920,下,步骤
921,部门,部分
922,分子,部分
923,划分,部分
924,类,部分
925,汽车,部分
926,区域,部分
927,书,部分
928,因素,部分
929,元件,部分
930,元素,部分
931,章,部分
932,组件,部分
933,非洲,部落
934,区域,部门
935,教堂,部长
936,浸礼者,部长
937,后面,擦
938,酒精,擦
939,摩挲,擦
940,布,擦拭
941,屁股,擦拭
942,屁股,擦拭
943,清洁,擦拭
944,婴儿,擦拭
945,清洁,擦洗
946,刷,擦洗
947,碗碟,擦洗
948,浴盆,擦洗
949,估计,猜
950,回答,猜
951,机会,猜
952,假设,猜
953,线索,猜
954,布,材料
955,布,材料
956,兜揽,材料
957,衣服,材料
958,属于,财产
959,损坏,财产
960,名誉,财富
961,王朝,财富
962,棒球,裁判
963,棒球,裁判
964,帝国,裁判
965,教练,裁判
966,购买,采购
967,买方,采购
968,衣服,采购
969,捕获,采取
970,带来,采取
971,获得,采取
972,机会,采取
973,交付,采取
974,接受,采取
975,借,采取
976,声称,采取
977,消除,采取
978,携带,采取
979,选择,采取
980,一倍,采取
981,诱拐,采取
982,远离,采取
983,鸡,采摘
984,眉毛,采摘
985,鸭,采摘
986,美丽,彩虹
987,颜色,彩虹
988,泡,踩住
989,杯,菜
990,打破,菜
991,覆盖,菜
992,碗,菜
993,中国,菜
994,海狸,菜刀
995,西兰花,菜花
996,煮,菜谱
997,腐败,参议员
998,国会,参议员
999,国会议员,参议员
1000,弯曲,参议员
1001,国会,参议院
1002,委员会,参议院
1003,出席,参与
1004,活跃,参与
1005,进入,参与
1006,听众,参与
1007,做,参与
1008,吃,餐
1009,晚餐,餐
1010,咖啡馆,餐车
1011,清洁,餐巾
1012,晚餐,餐巾
1013,脏,餐巾
1014,餐车,餐厅
1015,吃,餐厅
1016,进餐,餐厅
1017,咖啡馆,餐厅
1018,亭,餐厅
1019,晚餐,餐厅
1020,自助餐馆,餐厅
1021,能力,残疾
1022,完成,残缺
1023,大,仓库
1024,工厂,仓库
1025,建筑,仓库
1026,箱,仓库
1027,暗,苍白
1028,面对,苍白
1029,孩子,操场
1030,电池,操作
1031,控制,操作
1032,切,操作
1033,医生,操作
1034,控制,操作者
1035,司机,操作者
1036,颠簸,糙
1037,课程,糙
1038,怒发冲冠,糙
1039,侵略性,糙
1040,原油,糙
1041,孩子,嘈杂
1042,刀片,草
1043,剪,草
1044,露,草
1045,农业,草
1046,切,草
1047,孱,草案
1048,军队,草案
1049,啤酒,草案
1050,大麦,草本植物
1051,煮,草本植物
1052,谷仓,草垛
1053,农场,草垛
1054,黑莓,草莓
1055,浆果,草莓
1056,蓝莓,草莓
1057,奶油,草莓
1058,樱桃,草莓
1059,切,草坪
1060,椅子,草坪
1061,跳舞,草裙舞
1062,舞蹈家,草裙舞
1063,画,草图
1064,绘画,草图
1065,图表,草图
1066,狗,草原
1067,碗,厕所
1068,浴室,厕所
1069,边缘,侧
1070,后面,侧
1071,门,侧
1072,抑制,侧
1073,远,侧
1074,论据,侧线
1075,铝,侧线
1076,同意,侧线
1077,杯,测量
1078,计算,测量
1079,距离,测量
1080,量,测量
1081,汽车,测量
1082,直径,测量
1083,电池,测试
1084,分析,测试
1085,检查,测试
1086,考试,测试
1087,骗,测试
1088,评估,测试
1089,失败,测试
1090,失败,测试
1091,实验,测试
1092,文章,测试
1093,作为,测试
1094,蛋糕,层
1095,衣服,层
1096,脂肪,层
1097,砖,层
1098,后,曾经
1099,永恒,曾经
1100,总是,曾经
1101,吃,叉
1102,魔鬼,杈
1103,农场,杈
1104,农民,杈
1105,破,插话
1106,呛,插科打诨
1107,电力,插头
1108,排水,插头
1109,绳,插头
1110,延期,插头
1111,灯泡,插座
1112,电动,插座
1113,胳膊,插座
1114,球,插座
1115,眼,插座
1116,眼球,插座
1117,杯,茶
1118,袋,茶
1119,喝,茶
1120,咖啡,茶
1121,轻快,茶
1122,杯,茶壶
1123,喝,茶壶
1124,咖啡,茶壶
1125,杯,茶托
1126,菜,茶托
1127,碗,茶托
1128,背景,查
1129,弹跳,查
1130,法案,查
1131,奖金,查
1132,平衡,查
1133,现金,查
1134,银行,查
1135,赞同,查
1136,问,查询
1137,警惕,察觉
1138,醒,察觉
1139,胸罩,衩
1140,爆发,差
1141,慈善机构,差
1142,坏,差
1143,经济,差
1144,屁股,差
1145,乞丐,差
1146,求,差
1147,改变,差异
1148,一样,差异
1149,打破,拆除
1150,歼灭,拆除
1151,汽车,拆除
1152,汽车,产量
1153,慎重,产量
1154,工厂,产品
1155,广告,产品
1156,乳制品,产品
1157,消费者,产品
1158,消费者,产品
1159,高手,铲
1160,沟,铲
1161,狗,铲
1162,黑色,铲
1163,牌,铲
1164,挖,铲
1165,挖,铲
1166,挖掘机,铲
1167,污垢,铲
1168,分析,阐释
1169,描述,阐述
1170,清除,阐述
1171,细节,阐述
1172,箭头,颤动
1173,冷,颤动
1174,激动,颤抖
1175,身体,肠
1176,消化,肠
1177,肚皮,肠道
1178,尝试,尝试
1179,功夫,尝试
1180,机会,尝试
1181,失败,尝试
1182,实验,尝试
1183,说服,尝试
1184,语重心长,尝试
1185,再次,尝试
1186,做,尝试
1187,日常,常
1188,总是,常
1189,日常,常规
1190,日常生活,常规
1191,无聊,常规
1192,导致,常见
1193,冷,常见
1194,平均,常见
1195,动物,厂
1196,工厂,厂
1197,灌木,厂
1198,化学药品,厂
1199,农业,厂
1200,生物学家,厂
1201,仙人掌,厂
1202,藻类,厂
1203,作物,厂
1204,棒球,场
1205,农场,场
1206,农民,场
1207,区域,场
1208,玉米,场
1209,作物,场
1210,合唱,唱
1211,合唱,唱
1212,金丝雀,唱
1213,鸟,唱
1214,鸟类,唱
1215,跳舞,唱
1216,招待,唱
1217,中音,唱
1218,疯狂的,超
1219,活跃,超
1220,咖啡因,超
1221,冷静,超
1222,能源,超
1223,兴奋,超
1224,有活力,超
1225,购物车,超级市场
1226,海角,超人
1227,滑稽,超人
1228,蓝色,超人
1229,自我,超越自我
1230,鸡蛋,巢
1231,茧,巢
1232,鸟,巢
1233,鸟类,巢
1234,批评,嘲笑
1235,海滩,潮
1236,洗涤剂,潮
1237,布,潮湿
1238,潮湿,潮湿
1239,蛋糕,潮湿
1240,干,潮湿
1241,冷,潮湿
1242,露,潮湿
1243,论据,吵架
1244,争论,吵架
1245,争议,吵架
1246,熬,炒
1247,烘,炒
1248,鸡,炒
1249,鸡蛋,炒
1250,鸡蛋,炒
1251,鸡蛋,炒
1252,烤,炒
1253,烧,炒
1254,熏肉,炒
1255,脂肪,炒
1256,煮,炒
1257,保龄球,车道
1258,胡同,车道
1259,具体,车道
1260,快,车道
1261,沥青,车道
1262,汽车,车道
1263,汽车,车道
1264,驱动,车道
1265,水泥,车道
1266,车道,车库
1267,门,车库
1268,汽车,车库
1269,脏,车库
1270,大篷车,车辆
1271,汽车,车辆
1272,汽车,车辆
1273,自行车,车辆
1274,大篷车,车皮
1275,覆盖,车皮
1276,购物车,车皮
1277,夹头,车皮
1278,乐队,车皮
1279,汽车,车皮
1280,单独,撤回
1281,郁闷,撤回
1282,远离,撤回
1283,充,撤退
1284,后面,撤退
1285,教堂,撤退
1286,推进,撤退
1287,营,撤退
1288,聋,沉默
1289,死,沉默
1290,考虑,沉思
1291,船,沉子
1292,饼干,陈旧
1293,坏,陈旧
1294,面包,陈旧
1295,芯片,陈旧
1296,衬衫,衬衫
1297,领,衬衫
1298,棉,衬衫
1299,钮,衬衫
1300,袖口,衬衫
1301,衣服,衬衫
1302,法案,成本
1303,量,成本
1304,内容,成分
1305,组件,成分
1306,成就,成功
1307,成为,成功
1308,高强,成功
1309,失败,成功
1310,失败,成功
1311,实现,成功
1312,实现,成功
1313,完成,成功
1314,完成,成功
1315,志向,成功
1316,完成,成就
1317,完成,成就
1318,结束,成品
1319,完成,成品
1320,完成,成品
1321,做,成品
1322,青少年,成人
1323,成人,成熟
1324,成人,成熟
1325,开发,成熟
1326,年龄,成熟
1327,幼稚,成熟
1328,成为,成为
1329,到达,成为
1330,是,成为
1331,是,成为
1332,我,成为
1333,公民,成员
1334,关联,成员
1335,家庭,成员
1336,俱乐部,成员
1337,属于,成员
1338,委员会,成员
1339,学院,成员
1340,成人,成长
1341,大,成长
1342,安倍晋三,诚实
1343,不诚实,诚实
1344,不诚实,诚实
1345,钝,诚实
1346,骗,诚实
1347,骗局,诚实
1348,语重心长,诚实
1349,忠实,诚实
1350,语重心长,诚意
1351,建立,承包商
1352,建设者,承包商
1353,建筑,承包商
1354,施工,承包商
1355,动物,承担
1356,承诺,承诺
1357,打破,承诺
1358,黄油,承诺
1359,男朋友,承诺
1360,破,承诺
1361,任命,承诺
1362,承认,承认
1363,承认,承认
1364,承认,承认
1365,奖,承认
1366,教堂,承认
1367,接受,承认
1368,接受,承认
1369,名誉,承认
1370,缓解,城府
1371,离散的,城府
1372,公民,城市
1373,建筑,城市
1374,中央,城市
1375,资本,城市
1376,总线,城市
1377,划分,乘
1378,加,乘
1379,师,乘
1380,师,乘法
1381,汽车,乘客
1382,司机,乘客
1383,总线,乘客
1384,方向,程序
1385,残酷,惩罚
1386,犯罪,惩罚
1387,后果,惩罚
1388,坏,惩罚
1389,坏,惩罚
1390,纪律,惩罚
1391,纪律,惩罚
1392,谴责,惩罚
1393,下士,惩罚
1394,资本,惩罚
1395,粉碎,橙
1396,柑橘,橙
1397,红萝卜,橙
1398,胡萝卜,橙
1399,开花,橙
1400,苹果,橙
1401,碗,橙
1402,香蕉,橙
1403,脂肪,秤
1404,饼干,吃
1405,饼干,吃
1406,餐车,吃
1407,蛋糕,吃
1408,谷类,吃
1409,喝,吃
1410,浆果,吃
1411,进餐,吃
1412,咀嚼,吃
1413,咖啡馆,吃
1414,面包,吃
1415,烹饪,吃
1416,熟,吃
1417,晚餐,吃
1418,紊乱,吃
1419,消化,吃
1420,消化,吃
1421,芯片,吃
1422,宴会,吃
1423,咬,吃
1424,饮食,吃
1425,饮用水,吃
1426,玉米,吃
1427,煮,吃
1428,自助餐馆,吃
1429,溪,池塘
1430,鸭,池塘
1431,鸭子,池塘
1432,藻类,池塘
1433,护理,迟缓
1434,缺席,迟缓
1435,缺席,迟缓
1436,延迟,迟疑
1437,曾经,持久
1438,捕获,持有
